"target_day","holidayday_flg","nextday_is_holiday_flg"
2016-01-01,TRUE,TRUE
2016-01-02,TRUE,TRUE
2016-01-03,TRUE,FALSE
2016-01-04,FALSE,FALSE
2016-01-05,FALSE,FALSE
2016-01-06,FALSE,FALSE
2016-01-07,FALSE,FALSE
2016-01-08,FALSE,TRUE
2016-01-09,TRUE,TRUE
2016-01-10,TRUE,TRUE
2016-01-11,TRUE,FALSE
2016-01-12,FALSE,FALSE
2016-01-13,FALSE,FALSE
2016-01-14,FALSE,FALSE
2016-01-15,FALSE,TRUE
2016-01-16,TRUE,TRUE
2016-01-17,TRUE,FALSE
2016-01-18,FALSE,FALSE
2016-01-19,FALSE,FALSE
2016-01-20,FALSE,FALSE
2016-01-21,FALSE,FALSE
2016-01-22,FALSE,TRUE
2016-01-23,TRUE,TRUE
2016-01-24,TRUE,FALSE
2016-01-25,FALSE,FALSE
2016-01-26,FALSE,FALSE
2016-01-27,FALSE,FALSE
2016-01-28,FALSE,FALSE
2016-01-29,FALSE,TRUE
2016-01-30,TRUE,TRUE
2016-01-31,TRUE,FALSE
2016-02-01,FALSE,FALSE
2016-02-02,FALSE,FALSE
2016-02-03,FALSE,FALSE
2016-02-04,FALSE,FALSE
2016-02-05,FALSE,TRUE
2016-02-06,TRUE,TRUE
2016-02-07,TRUE,FALSE
2016-02-08,FALSE,FALSE
2016-02-09,FALSE,FALSE
2016-02-10,FALSE,TRUE
2016-02-11,TRUE,FALSE
2016-02-12,FALSE,TRUE
2016-02-13,TRUE,TRUE
2016-02-14,TRUE,FALSE
2016-02-15,FALSE,FALSE
2016-02-16,FALSE,FALSE
2016-02-17,FALSE,FALSE
2016-02-18,FALSE,FALSE
2016-02-19,FALSE,TRUE
2016-02-20,TRUE,TRUE
2016-02-21,TRUE,FALSE
2016-02-22,FALSE,FALSE
2016-02-23,FALSE,FALSE
2016-02-24,FALSE,FALSE
2016-02-25,FALSE,FALSE
2016-02-26,FALSE,TRUE
2016-02-27,TRUE,TRUE
2016-02-28,TRUE,FALSE
2016-02-29,FALSE,FALSE
2016-03-01,FALSE,FALSE
2016-03-02,FALSE,FALSE
2016-03-03,FALSE,FALSE
2016-03-04,FALSE,TRUE
2016-03-05,TRUE,TRUE
2016-03-06,TRUE,FALSE
2016-03-07,FALSE,FALSE
2016-03-08,FALSE,FALSE
2016-03-09,FALSE,FALSE
2016-03-10,FALSE,FALSE
2016-03-11,FALSE,TRUE
2016-03-12,TRUE,TRUE
2016-03-13,TRUE,FALSE
2016-03-14,FALSE,FALSE
2016-03-15,FALSE,FALSE
2016-03-16,FALSE,FALSE
2016-03-17,FALSE,FALSE
2016-03-18,FALSE,TRUE
2016-03-19,TRUE,TRUE
2016-03-20,TRUE,TRUE
2016-03-21,TRUE,FALSE
2016-03-22,FALSE,FALSE
2016-03-23,FALSE,FALSE
2016-03-24,FALSE,FALSE
2016-03-25,FALSE,TRUE
2016-03-26,TRUE,TRUE
2016-03-27,TRUE,FALSE
2016-03-28,FALSE,FALSE
2016-03-29,FALSE,FALSE
2016-03-30,FALSE,FALSE
2016-03-31,FALSE,FALSE
2016-04-01,FALSE,TRUE
2016-04-02,TRUE,TRUE
2016-04-03,TRUE,FALSE
2016-04-04,FALSE,FALSE
2016-04-05,FALSE,FALSE
2016-04-06,FALSE,FALSE
2016-04-07,FALSE,FALSE
2016-04-08,FALSE,TRUE
2016-04-09,TRUE,TRUE
2016-04-10,TRUE,FALSE
2016-04-11,FALSE,FALSE
2016-04-12,FALSE,FALSE
2016-04-13,FALSE,FALSE
2016-04-14,FALSE,FALSE
2016-04-15,FALSE,TRUE
2016-04-16,TRUE,TRUE
2016-04-17,TRUE,FALSE
2016-04-18,FALSE,FALSE
2016-04-19,FALSE,FALSE
2016-04-20,FALSE,FALSE
2016-04-21,FALSE,FALSE
2016-04-22,FALSE,TRUE
2016-04-23,TRUE,TRUE
2016-04-24,TRUE,FALSE
2016-04-25,FALSE,FALSE
2016-04-26,FALSE,FALSE
2016-04-27,FALSE,FALSE
2016-04-28,FALSE,TRUE
2016-04-29,TRUE,TRUE
2016-04-30,TRUE,TRUE
2016-05-01,TRUE,FALSE
2016-05-02,FALSE,TRUE
2016-05-03,TRUE,TRUE
2016-05-04,TRUE,TRUE
2016-05-05,TRUE,FALSE
2016-05-06,FALSE,TRUE
2016-05-07,TRUE,TRUE
2016-05-08,TRUE,FALSE
2016-05-09,FALSE,FALSE
2016-05-10,FALSE,FALSE
2016-05-11,FALSE,FALSE
2016-05-12,FALSE,FALSE
2016-05-13,FALSE,TRUE
2016-05-14,TRUE,TRUE
2016-05-15,TRUE,FALSE
2016-05-16,FALSE,FALSE
2016-05-17,FALSE,FALSE
2016-05-18,FALSE,FALSE
2016-05-19,FALSE,FALSE
2016-05-20,FALSE,TRUE
2016-05-21,TRUE,TRUE
2016-05-22,TRUE,FALSE
2016-05-23,FALSE,FALSE
2016-05-24,FALSE,FALSE
2016-05-25,FALSE,FALSE
2016-05-26,FALSE,FALSE
2016-05-27,FALSE,TRUE
2016-05-28,TRUE,TRUE
2016-05-29,TRUE,FALSE
2016-05-30,FALSE,FALSE
2016-05-31,FALSE,FALSE
2016-06-01,FALSE,FALSE
2016-06-02,FALSE,FALSE
2016-06-03,FALSE,TRUE
2016-06-04,TRUE,TRUE
2016-06-05,TRUE,FALSE
2016-06-06,FALSE,FALSE
2016-06-07,FALSE,FALSE
2016-06-08,FALSE,FALSE
2016-06-09,FALSE,FALSE
2016-06-10,FALSE,TRUE
2016-06-11,TRUE,TRUE
2016-06-12,TRUE,FALSE
2016-06-13,FALSE,FALSE
2016-06-14,FALSE,FALSE
2016-06-15,FALSE,FALSE
2016-06-16,FALSE,FALSE
2016-06-17,FALSE,TRUE
2016-06-18,TRUE,TRUE
2016-06-19,TRUE,FALSE
2016-06-20,FALSE,FALSE
2016-06-21,FALSE,FALSE
2016-06-22,FALSE,FALSE
2016-06-23,FALSE,FALSE
2016-06-24,FALSE,TRUE
2016-06-25,TRUE,TRUE
2016-06-26,TRUE,FALSE
2016-06-27,FALSE,FALSE
2016-06-28,FALSE,FALSE
2016-06-29,FALSE,FALSE
2016-06-30,FALSE,FALSE
2016-07-01,FALSE,TRUE
2016-07-02,TRUE,TRUE
2016-07-03,TRUE,FALSE
2016-07-04,FALSE,FALSE
2016-07-05,FALSE,FALSE
2016-07-06,FALSE,FALSE
2016-07-07,FALSE,FALSE
2016-07-08,FALSE,TRUE
2016-07-09,TRUE,TRUE
2016-07-10,TRUE,FALSE
2016-07-11,FALSE,FALSE
2016-07-12,FALSE,FALSE
2016-07-13,FALSE,FALSE
2016-07-14,FALSE,FALSE
2016-07-15,FALSE,TRUE
2016-07-16,TRUE,TRUE
2016-07-17,TRUE,TRUE
2016-07-18,TRUE,FALSE
2016-07-19,FALSE,FALSE
2016-07-20,FALSE,FALSE
2016-07-21,FALSE,FALSE
2016-07-22,FALSE,TRUE
2016-07-23,TRUE,TRUE
2016-07-24,TRUE,FALSE
2016-07-25,FALSE,FALSE
2016-07-26,FALSE,FALSE
2016-07-27,FALSE,FALSE
2016-07-28,FALSE,FALSE
2016-07-29,FALSE,TRUE
2016-07-30,TRUE,TRUE
2016-07-31,TRUE,FALSE
2016-08-01,FALSE,FALSE
2016-08-02,FALSE,FALSE
2016-08-03,FALSE,FALSE
2016-08-04,FALSE,FALSE
2016-08-05,FALSE,TRUE
2016-08-06,TRUE,TRUE
2016-08-07,TRUE,FALSE
2016-08-08,FALSE,FALSE
2016-08-09,FALSE,FALSE
2016-08-10,FALSE,TRUE
2016-08-11,TRUE,FALSE
2016-08-12,FALSE,TRUE
2016-08-13,TRUE,TRUE
2016-08-14,TRUE,FALSE
2016-08-15,FALSE,FALSE
2016-08-16,FALSE,FALSE
2016-08-17,FALSE,FALSE
2016-08-18,FALSE,FALSE
2016-08-19,FALSE,TRUE
2016-08-20,TRUE,TRUE
2016-08-21,TRUE,FALSE
2016-08-22,FALSE,FALSE
2016-08-23,FALSE,FALSE
2016-08-24,FALSE,FALSE
2016-08-25,FALSE,FALSE
2016-08-26,FALSE,TRUE
2016-08-27,TRUE,TRUE
2016-08-28,TRUE,FALSE
2016-08-29,FALSE,FALSE
2016-08-30,FALSE,FALSE
2016-08-31,FALSE,FALSE
2016-09-01,FALSE,FALSE
2016-09-02,FALSE,TRUE
2016-09-03,TRUE,TRUE
2016-09-04,TRUE,FALSE
2016-09-05,FALSE,FALSE
2016-09-06,FALSE,FALSE
2016-09-07,FALSE,FALSE
2016-09-08,FALSE,FALSE
2016-09-09,FALSE,TRUE
2016-09-10,TRUE,TRUE
2016-09-11,TRUE,FALSE
2016-09-12,FALSE,FALSE
2016-09-13,FALSE,FALSE
2016-09-14,FALSE,FALSE
2016-09-15,FALSE,FALSE
2016-09-16,FALSE,TRUE
2016-09-17,TRUE,TRUE
2016-09-18,TRUE,TRUE
2016-09-19,TRUE,FALSE
2016-09-20,FALSE,FALSE
2016-09-21,FALSE,TRUE
2016-09-22,TRUE,FALSE
2016-09-23,FALSE,TRUE
2016-09-24,TRUE,TRUE
2016-09-25,TRUE,FALSE
2016-09-26,FALSE,FALSE
2016-09-27,FALSE,FALSE
2016-09-28,FALSE,FALSE
2016-09-29,FALSE,FALSE
2016-09-30,FALSE,TRUE
2016-10-01,TRUE,TRUE
2016-10-02,TRUE,FALSE
2016-10-03,FALSE,FALSE
2016-10-04,FALSE,FALSE
2016-10-05,FALSE,FALSE
2016-10-06,FALSE,FALSE
2016-10-07,FALSE,TRUE
2016-10-08,TRUE,TRUE
2016-10-09,TRUE,TRUE
2016-10-10,TRUE,FALSE
2016-10-11,FALSE,FALSE
2016-10-12,FALSE,FALSE
2016-10-13,FALSE,FALSE
2016-10-14,FALSE,TRUE
2016-10-15,TRUE,TRUE
2016-10-16,TRUE,FALSE
2016-10-17,FALSE,FALSE
2016-10-18,FALSE,FALSE
2016-10-19,FALSE,FALSE
2016-10-20,FALSE,FALSE
2016-10-21,FALSE,TRUE
2016-10-22,TRUE,TRUE
2016-10-23,TRUE,FALSE
2016-10-24,FALSE,FALSE
2016-10-25,FALSE,FALSE
2016-10-26,FALSE,FALSE
2016-10-27,FALSE,FALSE
2016-10-28,FALSE,TRUE
2016-10-29,TRUE,TRUE
2016-10-30,TRUE,FALSE
2016-10-31,FALSE,FALSE
2016-11-01,FALSE,FALSE
2016-11-02,FALSE,TRUE
2016-11-03,TRUE,FALSE
2016-11-04,FALSE,TRUE
2016-11-05,TRUE,TRUE
2016-11-06,TRUE,FALSE
2016-11-07,FALSE,FALSE
2016-11-08,FALSE,FALSE
2016-11-09,FALSE,FALSE
2016-11-10,FALSE,FALSE
2016-11-11,FALSE,TRUE
2016-11-12,TRUE,TRUE
2016-11-13,TRUE,FALSE
2016-11-14,FALSE,FALSE
2016-11-15,FALSE,FALSE
2016-11-16,FALSE,FALSE
2016-11-17,FALSE,FALSE
2016-11-18,FALSE,TRUE
2016-11-19,TRUE,TRUE
2016-11-20,TRUE,FALSE
2016-11-21,FALSE,FALSE
2016-11-22,FALSE,TRUE
2016-11-23,TRUE,FALSE
2016-11-24,FALSE,FALSE
2016-11-25,FALSE,TRUE
2016-11-26,TRUE,TRUE
2016-11-27,TRUE,FALSE
2016-11-28,FALSE,FALSE
2016-11-29,FALSE,FALSE
2016-11-30,FALSE,FALSE
2016-12-01,FALSE,FALSE
2016-12-02,FALSE,TRUE
2016-12-03,TRUE,TRUE
2016-12-04,TRUE,FALSE
2016-12-05,FALSE,FALSE
2016-12-06,FALSE,FALSE
2016-12-07,FALSE,FALSE
2016-12-08,FALSE,FALSE
2016-12-09,FALSE,TRUE
2016-12-10,TRUE,TRUE
2016-12-11,TRUE,FALSE
2016-12-12,FALSE,FALSE
2016-12-13,FALSE,FALSE
2016-12-14,FALSE,FALSE
2016-12-15,FALSE,FALSE
2016-12-16,FALSE,TRUE
2016-12-17,TRUE,TRUE
2016-12-18,TRUE,FALSE
2016-12-19,FALSE,FALSE
2016-12-20,FALSE,FALSE
2016-12-21,FALSE,FALSE
2016-12-22,FALSE,TRUE
2016-12-23,TRUE,TRUE
2016-12-24,TRUE,TRUE
2016-12-25,TRUE,FALSE
2016-12-26,FALSE,FALSE
2016-12-27,FALSE,FALSE
2016-12-28,FALSE,FALSE
2016-12-29,FALSE,TRUE
2016-12-30,TRUE,TRUE
2016-12-31,TRUE,TRUE
2017-01-01,TRUE,TRUE
2017-01-02,TRUE,TRUE
2017-01-03,TRUE,FALSE
2017-01-04,FALSE,FALSE
2017-01-05,FALSE,FALSE
2017-01-06,FALSE,TRUE
2017-01-07,TRUE,TRUE
2017-01-08,TRUE,TRUE
2017-01-09,TRUE,FALSE
2017-01-10,FALSE,FALSE
2017-01-11,FALSE,FALSE
2017-01-12,FALSE,FALSE
2017-01-13,FALSE,TRUE
2017-01-14,TRUE,TRUE
2017-01-15,TRUE,FALSE
2017-01-16,FALSE,FALSE
2017-01-17,FALSE,FALSE
2017-01-18,FALSE,FALSE
2017-01-19,FALSE,FALSE
2017-01-20,FALSE,TRUE
2017-01-21,TRUE,TRUE
2017-01-22,TRUE,FALSE
2017-01-23,FALSE,FALSE
2017-01-24,FALSE,FALSE
2017-01-25,FALSE,FALSE
2017-01-26,FALSE,FALSE
2017-01-27,FALSE,TRUE
2017-01-28,TRUE,TRUE
2017-01-29,TRUE,FALSE
2017-01-30,FALSE,FALSE
2017-01-31,FALSE,FALSE
2017-02-01,FALSE,FALSE
2017-02-02,FALSE,FALSE
2017-02-03,FALSE,TRUE
2017-02-04,TRUE,TRUE
2017-02-05,TRUE,FALSE
2017-02-06,FALSE,FALSE
2017-02-07,FALSE,FALSE
2017-02-08,FALSE,FALSE
2017-02-09,FALSE,FALSE
2017-02-10,FALSE,TRUE
2017-02-11,TRUE,TRUE
2017-02-12,TRUE,FALSE
2017-02-13,FALSE,FALSE
2017-02-14,FALSE,FALSE
2017-02-15,FALSE,FALSE
2017-02-16,FALSE,FALSE
2017-02-17,FALSE,TRUE
2017-02-18,TRUE,TRUE
2017-02-19,TRUE,FALSE
2017-02-20,FALSE,FALSE
2017-02-21,FALSE,FALSE
2017-02-22,FALSE,FALSE
2017-02-23,FALSE,FALSE
2017-02-24,FALSE,TRUE
2017-02-25,TRUE,TRUE
2017-02-26,TRUE,FALSE
2017-02-27,FALSE,FALSE
2017-02-28,FALSE,FALSE
2017-03-01,FALSE,FALSE
2017-03-02,FALSE,FALSE
2017-03-03,FALSE,TRUE
2017-03-04,TRUE,TRUE
2017-03-05,TRUE,FALSE
2017-03-06,FALSE,FALSE
2017-03-07,FALSE,FALSE
2017-03-08,FALSE,FALSE
2017-03-09,FALSE,FALSE
2017-03-10,FALSE,TRUE
2017-03-11,TRUE,TRUE
2017-03-12,TRUE,FALSE
2017-03-13,FALSE,FALSE
2017-03-14,FALSE,FALSE
2017-03-15,FALSE,FALSE
2017-03-16,FALSE,FALSE
2017-03-17,FALSE,TRUE
2017-03-18,TRUE,TRUE
2017-03-19,TRUE,TRUE
2017-03-20,TRUE,FALSE
2017-03-21,FALSE,FALSE
2017-03-22,FALSE,FALSE
2017-03-23,FALSE,FALSE
2017-03-24,FALSE,TRUE
2017-03-25,TRUE,TRUE
2017-03-26,TRUE,FALSE
2017-03-27,FALSE,FALSE
2017-03-28,FALSE,FALSE
2017-03-29,FALSE,FALSE
2017-03-30,FALSE,FALSE
2017-03-31,FALSE,TRUE
2017-04-01,TRUE,TRUE
2017-04-02,TRUE,FALSE
2017-04-03,FALSE,FALSE
2017-04-04,FALSE,FALSE
2017-04-05,FALSE,FALSE
2017-04-06,FALSE,FALSE
2017-04-07,FALSE,TRUE
2017-04-08,TRUE,TRUE
2017-04-09,TRUE,FALSE
2017-04-10,FALSE,FALSE
2017-04-11,FALSE,FALSE
2017-04-12,FALSE,FALSE
2017-04-13,FALSE,FALSE
2017-04-14,FALSE,TRUE
2017-04-15,TRUE,TRUE
2017-04-16,TRUE,FALSE
2017-04-17,FALSE,FALSE
2017-04-18,FALSE,FALSE
2017-04-19,FALSE,FALSE
2017-04-20,FALSE,FALSE
2017-04-21,FALSE,TRUE
2017-04-22,TRUE,TRUE
2017-04-23,TRUE,FALSE
2017-04-24,FALSE,FALSE
2017-04-25,FALSE,FALSE
2017-04-26,FALSE,FALSE
2017-04-27,FALSE,FALSE
2017-04-28,FALSE,TRUE
2017-04-29,TRUE,TRUE
2017-04-30,TRUE,FALSE
2017-05-01,FALSE,FALSE
2017-05-02,FALSE,TRUE
2017-05-03,TRUE,TRUE
2017-05-04,TRUE,TRUE
2017-05-05,TRUE,TRUE
2017-05-06,TRUE,TRUE
2017-05-07,TRUE,FALSE
2017-05-08,FALSE,FALSE
2017-05-09,FALSE,FALSE
2017-05-10,FALSE,FALSE
2017-05-11,FALSE,FALSE
2017-05-12,FALSE,TRUE
2017-05-13,TRUE,TRUE
2017-05-14,TRUE,FALSE
2017-05-15,FALSE,FALSE
2017-05-16,FALSE,FALSE
2017-05-17,FALSE,FALSE
2017-05-18,FALSE,FALSE
2017-05-19,FALSE,TRUE
2017-05-20,TRUE,TRUE
2017-05-21,TRUE,FALSE
2017-05-22,FALSE,FALSE
2017-05-23,FALSE,FALSE
2017-05-24,FALSE,FALSE
2017-05-25,FALSE,FALSE
2017-05-26,FALSE,TRUE
2017-05-27,TRUE,TRUE
2017-05-28,TRUE,FALSE
2017-05-29,FALSE,FALSE
2017-05-30,FALSE,FALSE
2017-05-31,FALSE,FALSE
2017-06-01,FALSE,FALSE
2017-06-02,FALSE,TRUE
2017-06-03,TRUE,TRUE
2017-06-04,TRUE,FALSE
2017-06-05,FALSE,FALSE
2017-06-06,FALSE,FALSE
2017-06-07,FALSE,FALSE
2017-06-08,FALSE,FALSE
2017-06-09,FALSE,TRUE
2017-06-10,TRUE,TRUE
2017-06-11,TRUE,FALSE
2017-06-12,FALSE,FALSE
2017-06-13,FALSE,FALSE
2017-06-14,FALSE,FALSE
2017-06-15,FALSE,FALSE
2017-06-16,FALSE,TRUE
2017-06-17,TRUE,TRUE
2017-06-18,TRUE,FALSE
2017-06-19,FALSE,FALSE
2017-06-20,FALSE,FALSE
2017-06-21,FALSE,FALSE
2017-06-22,FALSE,FALSE
2017-06-23,FALSE,TRUE
2017-06-24,TRUE,TRUE
2017-06-25,TRUE,FALSE
2017-06-26,FALSE,FALSE
2017-06-27,FALSE,FALSE
2017-06-28,FALSE,FALSE
2017-06-29,FALSE,FALSE
2017-06-30,FALSE,TRUE
2017-07-01,TRUE,TRUE
2017-07-02,TRUE,FALSE
2017-07-03,FALSE,FALSE
2017-07-04,FALSE,FALSE
2017-07-05,FALSE,FALSE
2017-07-06,FALSE,FALSE
2017-07-07,FALSE,TRUE
2017-07-08,TRUE,TRUE
2017-07-09,TRUE,FALSE
2017-07-10,FALSE,FALSE
2017-07-11,FALSE,FALSE
2017-07-12,FALSE,FALSE
2017-07-13,FALSE,FALSE
2017-07-14,FALSE,TRUE
2017-07-15,TRUE,TRUE
2017-07-16,TRUE,TRUE
2017-07-17,TRUE,FALSE
2017-07-18,FALSE,FALSE
2017-07-19,FALSE,FALSE
2017-07-20,FALSE,FALSE
2017-07-21,FALSE,TRUE
2017-07-22,TRUE,TRUE
2017-07-23,TRUE,FALSE
2017-07-24,FALSE,FALSE
2017-07-25,FALSE,FALSE
2017-07-26,FALSE,FALSE
2017-07-27,FALSE,FALSE
2017-07-28,FALSE,TRUE
2017-07-29,TRUE,TRUE
2017-07-30,TRUE,FALSE
2017-07-31,FALSE,FALSE
2017-08-01,FALSE,FALSE
2017-08-02,FALSE,FALSE
2017-08-03,FALSE,FALSE
2017-08-04,FALSE,TRUE
2017-08-05,TRUE,TRUE
2017-08-06,TRUE,FALSE
2017-08-07,FALSE,FALSE
2017-08-08,FALSE,FALSE
2017-08-09,FALSE,FALSE
2017-08-10,FALSE,TRUE
2017-08-11,TRUE,TRUE
2017-08-12,TRUE,TRUE
2017-08-13,TRUE,FALSE
