"target_day","holidayday_flg","nextday_is_holiday_flg"
2017-08-14,FALSE,FALSE
2017-08-15,FALSE,FALSE
2017-08-16,FALSE,FALSE
2017-08-17,FALSE,FALSE
2017-08-18,FALSE,TRUE
2017-08-19,TRUE,TRUE
2017-08-20,TRUE,FALSE
2017-08-21,FALSE,FALSE
2017-08-22,FALSE,FALSE
2017-08-23,FALSE,FALSE
2017-08-24,FALSE,FALSE
2017-08-25,FALSE,TRUE
2017-08-26,TRUE,TRUE
2017-08-27,TRUE,FALSE
2017-08-28,FALSE,FALSE
2017-08-29,FALSE,FALSE
2017-08-30,FALSE,FALSE
2017-08-31,FALSE,FALSE
2017-09-01,FALSE,TRUE
2017-09-02,TRUE,TRUE
2017-09-03,TRUE,FALSE
2017-09-04,FALSE,FALSE
2017-09-05,FALSE,FALSE
2017-09-06,FALSE,FALSE
2017-09-07,FALSE,FALSE
2017-09-08,FALSE,TRUE
2017-09-09,TRUE,TRUE
2017-09-10,TRUE,FALSE
2017-09-11,FALSE,FALSE
2017-09-12,FALSE,FALSE
2017-09-13,FALSE,FALSE
2017-09-14,FALSE,FALSE
2017-09-15,FALSE,TRUE
2017-09-16,TRUE,TRUE
2017-09-17,TRUE,TRUE
2017-09-18,TRUE,FALSE
2017-09-19,FALSE,FALSE
2017-09-20,FALSE,FALSE
2017-09-21,FALSE,FALSE
2017-09-22,FALSE,TRUE
2017-09-23,TRUE,TRUE
2017-09-24,TRUE,FALSE
2017-09-25,FALSE,FALSE
2017-09-26,FALSE,FALSE
2017-09-27,FALSE,FALSE
2017-09-28,FALSE,FALSE
2017-09-29,FALSE,TRUE
2017-09-30,TRUE,TRUE
2017-10-01,TRUE,FALSE
2017-10-02,FALSE,FALSE
2017-10-03,FALSE,FALSE
2017-10-04,FALSE,FALSE
2017-10-05,FALSE,FALSE
2017-10-06,FALSE,TRUE
2017-10-07,TRUE,TRUE
2017-10-08,TRUE,TRUE
2017-10-09,TRUE,FALSE
2017-10-10,FALSE,FALSE
2017-10-11,FALSE,FALSE
2017-10-12,FALSE,FALSE
2017-10-13,FALSE,TRUE
2017-10-14,TRUE,TRUE
2017-10-15,TRUE,FALSE
2017-10-16,FALSE,FALSE
2017-10-17,FALSE,FALSE
2017-10-18,FALSE,FALSE
2017-10-19,FALSE,FALSE
2017-10-20,FALSE,TRUE
2017-10-21,TRUE,TRUE
2017-10-22,TRUE,FALSE
2017-10-23,FALSE,FALSE
2017-10-24,FALSE,FALSE
2017-10-25,FALSE,FALSE
2017-10-26,FALSE,FALSE
2017-10-27,FALSE,TRUE
2017-10-28,TRUE,TRUE
2017-10-29,TRUE,FALSE
2017-10-30,FALSE,FALSE
2017-10-31,FALSE,FALSE
2017-11-01,FALSE,FALSE
2017-11-02,FALSE,TRUE
2017-11-03,TRUE,TRUE
2017-11-04,TRUE,TRUE
2017-11-05,TRUE,FALSE
2017-11-06,FALSE,FALSE
2017-11-07,FALSE,FALSE
2017-11-08,FALSE,FALSE
2017-11-09,FALSE,FALSE
2017-11-10,FALSE,TRUE
2017-11-11,TRUE,TRUE
2017-11-12,TRUE,FALSE
2017-11-13,FALSE,FALSE
2017-11-14,FALSE,FALSE
2017-11-15,FALSE,FALSE
2017-11-16,FALSE,FALSE
2017-11-17,FALSE,TRUE
2017-11-18,TRUE,TRUE
2017-11-19,TRUE,FALSE
2017-11-20,FALSE,FALSE
2017-11-21,FALSE,FALSE
2017-11-22,FALSE,TRUE
2017-11-23,TRUE,FALSE
2017-11-24,FALSE,TRUE
2017-11-25,TRUE,TRUE
2017-11-26,TRUE,FALSE
2017-11-27,FALSE,FALSE
2017-11-28,FALSE,FALSE
2017-11-29,FALSE,FALSE
2017-11-30,FALSE,FALSE
2017-12-01,FALSE,TRUE
2017-12-02,TRUE,TRUE
2017-12-03,TRUE,FALSE
2017-12-04,FALSE,FALSE
2017-12-05,FALSE,FALSE
2017-12-06,FALSE,FALSE
2017-12-07,FALSE,FALSE
2017-12-08,FALSE,TRUE
2017-12-09,TRUE,TRUE
2017-12-10,TRUE,FALSE
2017-12-11,FALSE,FALSE
2017-12-12,FALSE,FALSE
2017-12-13,FALSE,FALSE
2017-12-14,FALSE,FALSE
2017-12-15,FALSE,TRUE
2017-12-16,TRUE,TRUE
2017-12-17,TRUE,FALSE
2017-12-18,FALSE,FALSE
2017-12-19,FALSE,FALSE
2017-12-20,FALSE,FALSE
2017-12-21,FALSE,FALSE
2017-12-22,FALSE,TRUE
2017-12-23,TRUE,TRUE
2017-12-24,TRUE,FALSE
2017-12-25,FALSE,FALSE
2017-12-26,FALSE,FALSE
2017-12-27,FALSE,FALSE
2017-12-28,FALSE,FALSE
2017-12-29,FALSE,TRUE
2017-12-30,TRUE,TRUE
2017-12-31,TRUE,TRUE
2018-01-01,TRUE,TRUE
2018-01-02,TRUE,TRUE
2018-01-03,TRUE,FALSE
2018-01-04,FALSE,FALSE
2018-01-05,FALSE,TRUE
2018-01-06,TRUE,TRUE
2018-01-07,TRUE,TRUE
2018-01-08,TRUE,FALSE
2018-01-09,FALSE,FALSE
2018-01-10,FALSE,FALSE
2018-01-11,FALSE,FALSE
2018-01-12,FALSE,TRUE
2018-01-13,TRUE,TRUE
2018-01-14,TRUE,FALSE
2018-01-15,FALSE,FALSE
2018-01-16,FALSE,FALSE
2018-01-17,FALSE,FALSE
2018-01-18,FALSE,FALSE
2018-01-19,FALSE,TRUE
2018-01-20,TRUE,TRUE
2018-01-21,TRUE,FALSE
2018-01-22,FALSE,FALSE
2018-01-23,FALSE,FALSE
2018-01-24,FALSE,FALSE
2018-01-25,FALSE,FALSE
2018-01-26,FALSE,TRUE
2018-01-27,TRUE,TRUE
2018-01-28,TRUE,FALSE
2018-01-29,FALSE,FALSE
2018-01-30,FALSE,FALSE
2018-01-31,FALSE,FALSE
2018-02-01,FALSE,FALSE
2018-02-02,FALSE,TRUE
2018-02-03,TRUE,TRUE
2018-02-04,TRUE,FALSE
2018-02-05,FALSE,FALSE
2018-02-06,FALSE,FALSE
2018-02-07,FALSE,FALSE
2018-02-08,FALSE,FALSE
2018-02-09,FALSE,TRUE
2018-02-10,TRUE,TRUE
2018-02-11,TRUE,TRUE
2018-02-12,TRUE,FALSE
2018-02-13,FALSE,FALSE
2018-02-14,FALSE,FALSE
2018-02-15,FALSE,FALSE
2018-02-16,FALSE,TRUE
2018-02-17,TRUE,TRUE
2018-02-18,TRUE,FALSE
2018-02-19,FALSE,FALSE
2018-02-20,FALSE,FALSE
2018-02-21,FALSE,FALSE
2018-02-22,FALSE,FALSE
2018-02-23,FALSE,TRUE
2018-02-24,TRUE,TRUE
2018-02-25,TRUE,FALSE
2018-02-26,FALSE,FALSE
2018-02-27,FALSE,FALSE
2018-02-28,FALSE,FALSE
2018-03-01,FALSE,FALSE
2018-03-02,FALSE,TRUE
2018-03-03,TRUE,TRUE
2018-03-04,TRUE,FALSE
2018-03-05,FALSE,FALSE
2018-03-06,FALSE,FALSE
2018-03-07,FALSE,FALSE
2018-03-08,FALSE,FALSE
2018-03-09,FALSE,TRUE
2018-03-10,TRUE,TRUE
2018-03-11,TRUE,FALSE
2018-03-12,FALSE,FALSE
2018-03-13,FALSE,FALSE
2018-03-14,FALSE,FALSE
2018-03-15,FALSE,FALSE
2018-03-16,FALSE,TRUE
2018-03-17,TRUE,TRUE
2018-03-18,TRUE,FALSE
2018-03-19,FALSE,FALSE
2018-03-20,FALSE,TRUE
2018-03-21,TRUE,FALSE
2018-03-22,FALSE,FALSE
2018-03-23,FALSE,TRUE
2018-03-24,TRUE,TRUE
2018-03-25,TRUE,FALSE
2018-03-26,FALSE,FALSE
2018-03-27,FALSE,FALSE
2018-03-28,FALSE,FALSE
2018-03-29,FALSE,FALSE
2018-03-30,FALSE,TRUE
2018-03-31,TRUE,TRUE
2018-04-01,TRUE,FALSE
2018-04-02,FALSE,FALSE
2018-04-03,FALSE,FALSE
2018-04-04,FALSE,FALSE
2018-04-05,FALSE,FALSE
2018-04-06,FALSE,TRUE
2018-04-07,TRUE,TRUE
2018-04-08,TRUE,FALSE
2018-04-09,FALSE,FALSE
2018-04-10,FALSE,FALSE
2018-04-11,FALSE,FALSE
2018-04-12,FALSE,FALSE
2018-04-13,FALSE,TRUE
2018-04-14,TRUE,TRUE
2018-04-15,TRUE,FALSE
2018-04-16,FALSE,FALSE
2018-04-17,FALSE,FALSE
2018-04-18,FALSE,FALSE
2018-04-19,FALSE,FALSE
2018-04-20,FALSE,TRUE
2018-04-21,TRUE,TRUE
2018-04-22,TRUE,FALSE
2018-04-23,FALSE,FALSE
2018-04-24,FALSE,FALSE
2018-04-25,FALSE,FALSE
2018-04-26,FALSE,FALSE
2018-04-27,FALSE,TRUE
2018-04-28,TRUE,TRUE
2018-04-29,TRUE,TRUE
2018-04-30,TRUE,FALSE
2018-05-01,FALSE,FALSE
2018-05-02,FALSE,TRUE
2018-05-03,TRUE,TRUE
2018-05-04,TRUE,TRUE
2018-05-05,TRUE,TRUE
2018-05-06,TRUE,FALSE
2018-05-07,FALSE,FALSE
2018-05-08,FALSE,FALSE
2018-05-09,FALSE,FALSE
2018-05-10,FALSE,FALSE
2018-05-11,FALSE,TRUE
2018-05-12,TRUE,TRUE
2018-05-13,TRUE,FALSE
2018-05-14,FALSE,FALSE
2018-05-15,FALSE,FALSE
2018-05-16,FALSE,FALSE
2018-05-17,FALSE,FALSE
2018-05-18,FALSE,TRUE
2018-05-19,TRUE,TRUE
2018-05-20,TRUE,FALSE
2018-05-21,FALSE,FALSE
2018-05-22,FALSE,FALSE
2018-05-23,FALSE,FALSE
2018-05-24,FALSE,FALSE
2018-05-25,FALSE,TRUE
2018-05-26,TRUE,TRUE
2018-05-27,TRUE,FALSE
2018-05-28,FALSE,FALSE
2018-05-29,FALSE,FALSE
2018-05-30,FALSE,FALSE
2018-05-31,FALSE,FALSE
2018-06-01,FALSE,TRUE
2018-06-02,TRUE,TRUE
2018-06-03,TRUE,FALSE
2018-06-04,FALSE,FALSE
2018-06-05,FALSE,FALSE
2018-06-06,FALSE,FALSE
2018-06-07,FALSE,FALSE
2018-06-08,FALSE,TRUE
2018-06-09,TRUE,TRUE
2018-06-10,TRUE,FALSE
2018-06-11,FALSE,FALSE
2018-06-12,FALSE,FALSE
2018-06-13,FALSE,FALSE
2018-06-14,FALSE,FALSE
2018-06-15,FALSE,TRUE
2018-06-16,TRUE,TRUE
2018-06-17,TRUE,FALSE
2018-06-18,FALSE,FALSE
2018-06-19,FALSE,FALSE
2018-06-20,FALSE,FALSE
2018-06-21,FALSE,FALSE
2018-06-22,FALSE,TRUE
2018-06-23,TRUE,TRUE
2018-06-24,TRUE,FALSE
2018-06-25,FALSE,FALSE
2018-06-26,FALSE,FALSE
2018-06-27,FALSE,FALSE
2018-06-28,FALSE,FALSE
2018-06-29,FALSE,TRUE
2018-06-30,TRUE,TRUE
2018-07-01,TRUE,FALSE
2018-07-02,FALSE,FALSE
2018-07-03,FALSE,FALSE
2018-07-04,FALSE,FALSE
2018-07-05,FALSE,FALSE
2018-07-06,FALSE,TRUE
2018-07-07,TRUE,TRUE
2018-07-08,TRUE,FALSE
2018-07-09,FALSE,FALSE
2018-07-10,FALSE,FALSE
2018-07-11,FALSE,FALSE
2018-07-12,FALSE,FALSE
2018-07-13,FALSE,TRUE
2018-07-14,TRUE,TRUE
2018-07-15,TRUE,TRUE
2018-07-16,TRUE,FALSE
2018-07-17,FALSE,FALSE
2018-07-18,FALSE,FALSE
2018-07-19,FALSE,FALSE
2018-07-20,FALSE,TRUE
2018-07-21,TRUE,TRUE
2018-07-22,TRUE,FALSE
2018-07-23,FALSE,FALSE
2018-07-24,FALSE,FALSE
2018-07-25,FALSE,FALSE
2018-07-26,FALSE,FALSE
2018-07-27,FALSE,TRUE
2018-07-28,TRUE,TRUE
2018-07-29,TRUE,FALSE
2018-07-30,FALSE,FALSE
2018-07-31,FALSE,FALSE
2018-08-01,FALSE,FALSE
2018-08-02,FALSE,FALSE
2018-08-03,FALSE,TRUE
2018-08-04,TRUE,TRUE
2018-08-05,TRUE,FALSE
2018-08-06,FALSE,FALSE
2018-08-07,FALSE,FALSE
2018-08-08,FALSE,FALSE
2018-08-09,FALSE,FALSE
2018-08-10,FALSE,TRUE
2018-08-11,TRUE,TRUE
2018-08-12,TRUE,FALSE
2018-08-13,FALSE,FALSE
2018-08-14,FALSE,FALSE
2018-08-15,FALSE,FALSE
2018-08-16,FALSE,FALSE
2018-08-17,FALSE,TRUE
2018-08-18,TRUE,TRUE
2018-08-19,TRUE,FALSE
2018-08-20,FALSE,FALSE
2018-08-21,FALSE,FALSE
2018-08-22,FALSE,FALSE
2018-08-23,FALSE,FALSE
2018-08-24,FALSE,TRUE
2018-08-25,TRUE,TRUE
2018-08-26,TRUE,FALSE
2018-08-27,FALSE,FALSE
2018-08-28,FALSE,FALSE
2018-08-29,FALSE,FALSE
2018-08-30,FALSE,FALSE
2018-08-31,FALSE,TRUE
2018-09-01,TRUE,TRUE
2018-09-02,TRUE,FALSE
2018-09-03,FALSE,FALSE
2018-09-04,FALSE,FALSE
2018-09-05,FALSE,FALSE
2018-09-06,FALSE,FALSE
2018-09-07,FALSE,TRUE
2018-09-08,TRUE,TRUE
2018-09-09,TRUE,FALSE
2018-09-10,FALSE,FALSE
2018-09-11,FALSE,FALSE
2018-09-12,FALSE,FALSE
2018-09-13,FALSE,FALSE
2018-09-14,FALSE,TRUE
2018-09-15,TRUE,TRUE
2018-09-16,TRUE,TRUE
2018-09-17,TRUE,FALSE
2018-09-18,FALSE,FALSE
2018-09-19,FALSE,FALSE
2018-09-20,FALSE,FALSE
2018-09-21,FALSE,TRUE
2018-09-22,TRUE,TRUE
2018-09-23,TRUE,TRUE
2018-09-24,TRUE,FALSE
2018-09-25,FALSE,FALSE
2018-09-26,FALSE,FALSE
2018-09-27,FALSE,FALSE
2018-09-28,FALSE,TRUE
2018-09-29,TRUE,TRUE
2018-09-30,TRUE,FALSE
2018-10-01,FALSE,FALSE
2018-10-02,FALSE,FALSE
2018-10-03,FALSE,FALSE
2018-10-04,FALSE,FALSE
2018-10-05,FALSE,TRUE
2018-10-06,TRUE,TRUE
2018-10-07,TRUE,TRUE
2018-10-08,TRUE,FALSE
2018-10-09,FALSE,FALSE
2018-10-10,FALSE,FALSE
2018-10-11,FALSE,FALSE
2018-10-12,FALSE,TRUE
2018-10-13,TRUE,TRUE
2018-10-14,TRUE,FALSE
2018-10-15,FALSE,FALSE
2018-10-16,FALSE,FALSE
2018-10-17,FALSE,FALSE
2018-10-18,FALSE,FALSE
2018-10-19,FALSE,TRUE
2018-10-20,TRUE,TRUE
2018-10-21,TRUE,FALSE
2018-10-22,FALSE,FALSE
2018-10-23,FALSE,FALSE
2018-10-24,FALSE,FALSE
2018-10-25,FALSE,FALSE
2018-10-26,FALSE,TRUE
2018-10-27,TRUE,TRUE
2018-10-28,TRUE,FALSE
2018-10-29,FALSE,FALSE
2018-10-30,FALSE,FALSE
2018-10-31,FALSE,FALSE
2018-11-01,FALSE,FALSE
2018-11-02,FALSE,TRUE
2018-11-03,TRUE,TRUE
2018-11-04,TRUE,FALSE
2018-11-05,FALSE,FALSE
2018-11-06,FALSE,FALSE
2018-11-07,FALSE,FALSE
2018-11-08,FALSE,FALSE
2018-11-09,FALSE,TRUE
2018-11-10,TRUE,TRUE
2018-11-11,TRUE,FALSE
2018-11-12,FALSE,FALSE
2018-11-13,FALSE,FALSE
2018-11-14,FALSE,FALSE
2018-11-15,FALSE,FALSE
2018-11-16,FALSE,TRUE
2018-11-17,TRUE,TRUE
2018-11-18,TRUE,FALSE
2018-11-19,FALSE,FALSE
2018-11-20,FALSE,FALSE
2018-11-21,FALSE,FALSE
2018-11-22,FALSE,TRUE
2018-11-23,TRUE,TRUE
2018-11-24,TRUE,TRUE
2018-11-25,TRUE,FALSE
2018-11-26,FALSE,FALSE
2018-11-27,FALSE,FALSE
2018-11-28,FALSE,FALSE
2018-11-29,FALSE,FALSE
2018-11-30,FALSE,TRUE
2018-12-01,TRUE,TRUE
2018-12-02,TRUE,FALSE
2018-12-03,FALSE,FALSE
2018-12-04,FALSE,FALSE
2018-12-05,FALSE,FALSE
2018-12-06,FALSE,FALSE
2018-12-07,FALSE,TRUE
2018-12-08,TRUE,TRUE
2018-12-09,TRUE,FALSE
2018-12-10,FALSE,FALSE
2018-12-11,FALSE,FALSE
2018-12-12,FALSE,FALSE
2018-12-13,FALSE,FALSE
2018-12-14,FALSE,TRUE
2018-12-15,TRUE,TRUE
2018-12-16,TRUE,FALSE
2018-12-17,FALSE,FALSE
2018-12-18,FALSE,FALSE
2018-12-19,FALSE,FALSE
2018-12-20,FALSE,FALSE
2018-12-21,FALSE,TRUE
2018-12-22,TRUE,TRUE
2018-12-23,TRUE,TRUE
2018-12-24,TRUE,FALSE
2018-12-25,FALSE,FALSE
2018-12-26,FALSE,FALSE
2018-12-27,FALSE,FALSE
2018-12-28,FALSE,TRUE
2018-12-29,TRUE,TRUE
2018-12-30,TRUE,TRUE
2018-12-31,TRUE,TRUE
2019-01-01,TRUE,TRUE
2019-01-02,TRUE,TRUE
2019-01-03,TRUE,FALSE
2019-01-04,FALSE,TRUE
2019-01-05,TRUE,TRUE
2019-01-06,TRUE,FALSE
2019-01-07,FALSE,FALSE
2019-01-08,FALSE,FALSE
2019-01-09,FALSE,FALSE
2019-01-10,FALSE,FALSE
2019-01-11,FALSE,TRUE
2019-01-12,TRUE,TRUE
2019-01-13,TRUE,TRUE
2019-01-14,TRUE,FALSE
2019-01-15,FALSE,FALSE
2019-01-16,FALSE,FALSE
2019-01-17,FALSE,FALSE
2019-01-18,FALSE,TRUE
2019-01-19,TRUE,TRUE
2019-01-20,TRUE,FALSE
2019-01-21,FALSE,FALSE
2019-01-22,FALSE,FALSE
2019-01-23,FALSE,FALSE
2019-01-24,FALSE,FALSE
2019-01-25,FALSE,TRUE
2019-01-26,TRUE,TRUE
2019-01-27,TRUE,FALSE
2019-01-28,FALSE,FALSE
2019-01-29,FALSE,FALSE
2019-01-30,FALSE,FALSE
2019-01-31,FALSE,FALSE
2019-02-01,FALSE,TRUE
2019-02-02,TRUE,TRUE
2019-02-03,TRUE,FALSE
2019-02-04,FALSE,FALSE
2019-02-05,FALSE,FALSE
2019-02-06,FALSE,FALSE
2019-02-07,FALSE,FALSE
2019-02-08,FALSE,TRUE
2019-02-09,TRUE,TRUE
2019-02-10,TRUE,TRUE
2019-02-11,TRUE,FALSE
2019-02-12,FALSE,FALSE
2019-02-13,FALSE,FALSE
2019-02-14,FALSE,FALSE
2019-02-15,FALSE,TRUE
2019-02-16,TRUE,TRUE
2019-02-17,TRUE,FALSE
2019-02-18,FALSE,FALSE
2019-02-19,FALSE,FALSE
2019-02-20,FALSE,FALSE
2019-02-21,FALSE,FALSE
2019-02-22,FALSE,TRUE
2019-02-23,TRUE,TRUE
2019-02-24,TRUE,FALSE
2019-02-25,FALSE,FALSE
2019-02-26,FALSE,FALSE
2019-02-27,FALSE,FALSE
2019-02-28,FALSE,FALSE
2019-03-01,FALSE,TRUE
2019-03-02,TRUE,TRUE
2019-03-03,TRUE,FALSE
2019-03-04,FALSE,FALSE
2019-03-05,FALSE,FALSE
2019-03-06,FALSE,FALSE
2019-03-07,FALSE,FALSE
2019-03-08,FALSE,TRUE
2019-03-09,TRUE,TRUE
2019-03-10,TRUE,FALSE
2019-03-11,FALSE,FALSE
2019-03-12,FALSE,FALSE
2019-03-13,FALSE,FALSE
2019-03-14,FALSE,FALSE
2019-03-15,FALSE,TRUE
2019-03-16,TRUE,TRUE
2019-03-17,TRUE,FALSE
2019-03-18,FALSE,FALSE
2019-03-19,FALSE,FALSE
2019-03-20,FALSE,TRUE
2019-03-21,TRUE,FALSE
2019-03-22,FALSE,TRUE
2019-03-23,TRUE,TRUE
2019-03-24,TRUE,FALSE
2019-03-25,FALSE,FALSE
2019-03-26,FALSE,FALSE
2019-03-27,FALSE,FALSE
2019-03-28,FALSE,FALSE
2019-03-29,FALSE,TRUE
2019-03-30,TRUE,TRUE
2019-03-31,TRUE,FALSE
